Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Order Year,Order Month
2014-01-28,2014-02-03,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",3.928,1,0.2,1.3257,2014,January
2017-02-09,2017-02-14,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,Razer Kraken PRO Over Ear PC and Music Headset,127.984,2,0.2,15.998,2017,February
2017-03-31,2017-04-02,Second Class,Home Office,United States,Henderson,Kentucky,South,Furniture,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,61.0,5,0.0,25.62,2017,March
2015-08-23,2015-08-23,Same Day,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,31.68,4,0.2,2.772,2015,August
2015-08-23,2015-08-23,Same Day,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Paper,Xerox 206,10.368,2,0.2,3.6288,2015,August
2015-08-23,2015-08-23,Same Day,Consumer,United States,Bolingbrook,Illinois,Central,Office Supplies,Fasteners,Staples,12.032,8,0.2,2.256,2015,August
2017-04-27,2017-05-01,Standard Class,Corporate,United States,Fort Worth,Texas,Central,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",33.12,4,0.2,11.592,2017,April
2017-04-14,2017-04-19,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Avery Non-Stick Binders,10.776,3,0.2,3.5022,2017,April
2017-04-14,2017-04-19,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",242.352,3,0.2,9.0882,2017,April
2017-12-22,2017-12-27,Second Class,Corporate,United States,Providence,Rhode Island,East,Furniture,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",220.98,1,0.0,50.8254,2017,December
2017-03-23,2017-03-29,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1980,25.68,6,0.0,11.556,2017,March
2016-07-25,2016-07-29,Standard Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Labels,Avery 493,15.712,4,0.2,5.6956,2016,July
2017-07-10,2017-07-14,Standard Class,Home Office,United States,Aurora,Illinois,Central,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",298.464,6,0.2,26.1156,2017,July
2016-07-17,2016-07-22,Standard Class,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Paper,Strathmore Photo Frame Cards,21.93,3,0.0,10.0878,2016,July
2016-07-17,2016-07-22,Standard Class,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",242.94,3,0.0,4.8588,2016,July
2016-07-17,2016-07-22,Standard Class,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",7.64,1,0.0,3.7436,2016,July
2016-07-17,2016-07-22,Standard Class,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Paper,Xerox 1993,51.84,8,0.0,25.4016,2016,July
2016-07-17,2016-07-22,Standard Class,Consumer,United States,Springfield,Missouri,Central,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,265.17,1,0.0,47.7306,2016,July
2016-08-23,2016-08-30,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Paper,Xerox 1978,34.68,6,0.0,16.9932,2016,August
2016-08-23,2016-08-30,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",43.1,5,0.0,11.206,2016,August
2016-08-23,2016-08-30,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,15.88,4,0.0,0.1588,2016,August
2015-06-11,2015-06-12,First Class,Corporate,United States,Lakeland,Florida,South,Technology,Phones,Cisco SPA301,249.584,2,0.2,31.198,2015,June
2015-06-11,2015-06-12,First Class,Corporate,United States,Lakeland,Florida,South,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",48.672,3,0.2,7.3008,2015,June
2015-06-11,2015-06-12,First Class,Corporate,United States,Lakeland,Florida,South,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",60.768,2,0.2,7.596,2015,June
2017-10-02,2017-10-06,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,Xerox 1907,49.12,4,0.0,23.0864,2017,October
2014-12-16,2014-12-17,First Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,2014,December
2014-12-16,2014-12-17,First Class,Home Office,United States,Los Angeles,California,West,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.568,2,0.2,18.1176,2014,December
2014-12-16,2014-12-17,First Class,Home Office,United States,Los Angeles,California,West,Technology,Accessories,First Data FD10 PIN Pad,395.0,5,0.0,39.5,2014,December
2014-08-24,2014-08-26,First Class,Corporate,United States,Oceanside,New York,East,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0.0,6.3744,2014,August
2014-08-24,2014-08-26,First Class,Corporate,United States,Oceanside,New York,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",12.672,3,0.2,4.4352,2014,August
2017-11-12,2017-11-18,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,77.952,3,0.2,-15.5904,2017,November
2017-11-12,2017-11-18,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Phones,Panasonic KX TS3282W Corded phone,67.992,1,0.2,8.499,2017,November
2017-11-12,2017-11-18,Standard Class,Home Office,United States,Dallas,Texas,Central,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",12.224,2,0.2,4.4312,2017,November
2017-11-12,2017-11-18,Standard Class,Home Office,United States,Dallas,Texas,Central,Technology,Accessories,Maxell LTO Ultrium - 800 GB,44.784,2,0.2,-0.5598,2017,November
2017-09-25,2017-09-27,Second Class,Consumer,United States,Cincinnati,Ohio,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,119.96,5,0.2,35.988,2017,September
2017-09-25,2017-09-27,Second Class,Consumer,United States,Cincinnati,Ohio,East,Office Supplies,Art,Newell 311,10.608,6,0.2,0.9282,2017,September
2016-09-05,2016-09-11,Standard Class,Corporate,United States,Austin,Texas,Central,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",347.802,7,0.3,-24.843,2016,September
2017-02-11,2017-02-13,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",88.776,3,0.2,7.7679,2017,February
2014-06-30,2014-07-03,Second Class,Corporate,United States,Los Angeles,California,West,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",32.4,5,0.0,10.368,2014,June
2016-06-07,2016-06-10,First Class,Home Office,United States,New York City,New York,East,Office Supplies,Paper,Xerox 226,32.4,5,0.0,15.552,2016,June
2014-12-20,2014-12-25,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Labels,Avery 489,31.05,3,0.0,14.904,2014,December
2015-12-15,2015-12-18,First Class,Consumer,United States,Newark,Ohio,East,Technology,Phones,Panasonic KX TS3282W Corded phone,101.988,2,0.4,-16.998,2015,December
2014-08-03,2014-08-05,Second Class,Home Office,United States,Glendale,Arizona,West,Office Supplies,Paper,White Computer Printout Paper by Universal,93.024,3,0.2,33.7212,2014,August
2015-08-24,2015-08-28,Standard Class,Corporate,United States,New York City,New York,East,Technology,Accessories,Memorex Micro Travel Drive 8 GB,26.0,2,0.0,11.7,2015,August
2016-03-26,2016-03-27,First Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",67.64,5,0.2,5.9185,2016,March
2016-03-26,2016-03-27,First Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,119.976,3,0.2,-17.9964,2016,March
2014-09-21,2014-09-25,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,Staple envelope,15.56,2,0.0,7.3132,2014,September
2014-09-21,2014-09-25,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0.0,36.8245,2014,September
2014-09-21,2014-09-25,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Art,Newell 34,59.52,3,0.0,15.4752,2014,September
2014-09-21,2014-09-25,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1971,38.52,9,0.0,17.334,2014,September
2014-09-21,2014-09-25,Standard Class,Consumer,United States,San Francisco,California,West,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,239.984,2,0.2,23.9984,2014,September
2014-09-21,2014-09-25,Standard Class,Consumer,United States,San Francisco,California,West,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",19.35,3,0.0,9.4815,2014,September
2016-10-29,2016-10-31,First Class,Consumer,United States,Lansing,Michigan,Central,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,67.0,5,0.0,32.16,2016,October
2016-05-28,2016-06-03,Standard Class,Corporate,United States,Tallahassee,Florida,South,Furniture,Chairs,Novimex Fabric Task Chair,390.272,8,0.2,-24.392,2016,May
2017-12-21,2017-12-26,Second Class,Consumer,United States,Columbia,South Carolina,South,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,23.88,6,0.0,11.2236,2017,December
2016-03-21,2016-03-28,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Art,Newell 33,13.392,3,0.2,1.5066,2016,March
2017-11-11,2017-11-18,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,Boston 1799 Powerhouse Electric Pencil Sharpener,181.86,7,0.0,50.9208,2017,November
2017-09-23,2017-09-29,Standard Class,Consumer,United States,Fort Collins,Colorado,West,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,47.984,2,0.2,0.5998,2017,September
2017-09-10,2017-09-10,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",18.76,2,0.0,9.0048,2017,September
2017-12-05,2017-12-11,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726,2017,December
2017-12-05,2017-12-11,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",58.68,2,0.0,18.1908,2017,December
2017-11-09,2017-11-12,Second Class,Corporate,United States,Columbia,Maryland,East,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,0.0,4.4344,2017,November
2014-11-07,2014-11-09,First Class,Corporate,United States,Houston,Texas,Central,Office Supplies,Envelopes,Staple envelope,74.352,3,0.2,26.9526,2014,November
2017-03-12,2017-03-17,Standard Class,Corporate,United States,Lowell,Massachusetts,East,Technology,Phones,PowerGen Dual USB Car Charger,69.93,7,0.0,32.1678,2017,March
2017-10-20,2017-10-22,Second Class,Corporate,United States,Woodland,California,West,Office Supplies,Labels,Avery 510,3.75,1,0.0,1.8,2017,October
2017-10-20,2017-10-22,Second Class,Corporate,United States,Woodland,California,West,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,20.928,4,0.2,7.5864,2017,October
2015-12-27,2016-01-01,Standard Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Storage,Sterilite Show Offs Storage Containers,12.672,3,0.2,-3.168,2015,December
2017-10-02,2017-10-08,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,Plantronics 81402,65.99,1,0.0,17.1574,2017,October
2014-09-01,2014-09-04,First Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Paper,Xerox 216,31.104,6,0.2,10.8864,2014,September
2016-08-08,2016-08-13,Standard Class,Home Office,United States,Jackson,Mississippi,South,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",23.34,3,0.0,0.2334,2016,August
2017-07-22,2017-07-28,Standard Class,Corporate,United States,New York City,New York,East,Technology,Phones,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",29.97,3,0.0,14.0859,2017,July
2014-12-01,2014-12-07,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",95.968,4,0.2,9.5968,2014,December
2017-12-18,2017-12-22,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,18.704,7,0.2,2.338,2017,December
2014-05-18,2014-05-20,Second Class,Consumer,United States,Akron,Ohio,East,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,149.232,3,0.2,3.7308,2014,May
2014-05-18,2014-05-20,Second Class,Consumer,United States,Akron,Ohio,East,Office Supplies,Paper,Xerox 1949,15.936,4,0.2,5.7768,2014,May
2014-11-10,2014-11-16,Standard Class,Consumer,United States,San Diego,California,West,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,10.99,1,0.0,4.2861,2014,November
2014-11-10,2014-11-16,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,39.88,2,0.0,11.1664,2014,November
2014-11-10,2014-11-16,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",62.24,8,0.0,28.008,2014,November
2014-11-10,2014-11-16,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",53.2,5,0.0,14.896,2014,November
2014-11-10,2014-11-16,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0.0,18.3264,2014,November
2017-09-22,2017-09-27,Standard Class,Corporate,United States,Pearland,Texas,Central,Office Supplies,Envelopes,Staple envelope,13.392,3,0.2,5.022,2017,September
2016-05-26,2016-06-01,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.504,1,0.2,0.1692,2016,May
2016-05-26,2016-06-01,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.848,2,0.2,6.534,2016,May
2017-07-08,2017-07-10,First Class,Consumer,United States,San Mateo,California,West,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2017,July
2014-05-13,2014-05-17,Standard Class,Consumer,United States,Oakland,California,West,Technology,Accessories,Plantronics Audio 478 Stereo USB Headset,149.97,3,0.0,52.4895,2014,May
2015-10-02,2015-10-08,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,94.85,5,0.0,45.528,2015,October
2015-10-02,2015-10-08,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,51.12,4,0.0,23.004,2015,October
2015-10-02,2015-10-08,Standard Class,Corporate,United States,Lakewood,New Jersey,East,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,90.0,1,0.0,32.4,2015,October
2014-10-02,2014-10-05,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,2014,October
2014-10-02,2014-10-05,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,2014,October
2014-10-02,2014-10-05,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,2014,October
2014-10-02,2014-10-05,First Class,Corporate,United States,Tempe,Arizona,West,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,2014,October
2014-10-02,2014-10-05,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,2014,October
2014-10-02,2014-10-05,First Class,Corporate,United States,Tempe,Arizona,West,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-0.0895,2014,October
2014-08-11,2014-08-16,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Tennsco Single-Tier Lockers,375.34,1,0.0,18.767,2014,August
2017-09-01,2017-09-05,Second Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,"Seth Thomas 12"" Clock w/ Goldtone Case",114.9,5,0.0,39.066,2017,September
2017-04-16,2017-04-22,Standard Class,Consumer,United States,Houston,Texas,Central,Office Supplies,Storage,Tennsco Commercial Shelving,32.544,2,0.2,-7.7292,2017,April
2016-04-24,2016-04-27,First Class,Consumer,United States,Riverside,California,West,Office Supplies,Binders,Cardinal Holdit Business Card Pockets,3.984,1,0.2,1.3944,2016,April
2016-01-15,2016-01-15,Same Day,Consumer,United States,Fairfield,Connecticut,East,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",181.797,1,0.3,-15.5826,2016,January
2016-05-02,2016-05-02,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Storage,Super Decoflex Portable Personal File,44.94,3,0.0,12.5832,2016,May
2016-05-02,2016-05-02,Same Day,Consumer,United States,New York City,New York,East,Office Supplies,Binders,Poly Designer Cover & Back,45.576,3,0.2,15.9516,2016,May
2016-11-20,2016-11-27,Standard Class,Corporate,United States,Houston,Texas,Central,Technology,Phones,Samsung HM1900 Bluetooth Headset,122.92,7,0.2,46.095,2016,November
2016-02-01,2016-02-03,First Class,Corporate,United States,Arlington,Virginia,South,Office Supplies,Storage,X-Rack File for Hanging Folders,56.45,5,0.0,14.677,2016,February
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Technology,Phones,Cisco SPA112 2 Port Phone Adapter,219.8,5,0.2,24.7275,2017,December
2017-12-01,2017-12-05,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,317.058,3,0.3,-18.1176,2017,December
2017-12-10,2017-12-12,Second Class,Corporate,United States,Seattle,Washington,West,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0.0,4.908,2017,December
2017-12-10,2017-12-12,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,324.9,5,0.0,38.988,2017,December
2017-12-10,2017-12-12,Second Class,Corporate,United States,Seattle,Washington,West,Office Supplies,Art,Col-Erase Pencils with Erasers,18.24,3,0.0,5.2896,2017,December
2016-09-17,2016-09-21,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Chairs,Harbour Creations 67200 Series Stacking Chairs,113.888,2,0.2,9.9652,2016,September
2016-09-17,2016-09-21,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,Clarity 53712,105.584,2,0.2,7.9188,2016,September
2016-12-23,2016-12-29,Standard Class,Corporate,United States,Grand Rapids,Michigan,Central,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",24.85,7,0.0,11.6795,2016,December
2017-04-17,2017-04-19,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,2017,April
2017-10-27,2017-10-30,Second Class,Home Office,United States,Chicago,Illinois,Central,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205,2017,October
2017-10-27,2017-10-30,Second Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,27.184,2,0.2,2.0388,2017,October
2016-07-08,2016-07-14,Standard Class,Consumer,United States,Seattle,Washington,West,Technology,Phones,Logitech Mobile Speakerphone P710e - speaker phone,107.984,1,0.2,9.4486,2016,July
2016-07-08,2016-07-14,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19.296,3,0.2,6.03,2016,July
2015-08-09,2015-08-14,Standard Class,Corporate,United States,Jacksonville,Florida,South,Office Supplies,Labels,Avery File Folder Labels,4.608,2,0.2,1.6704,2015,August
2014-11-14,2014-11-15,First Class,Corporate,United States,Pasadena,Texas,Central,Office Supplies,Paper,Xerox 221,20.736,4,0.2,7.2576,2014,November
2014-11-17,2014-11-19,First Class,Corporate,United States,San Francisco,California,West,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,99.98,2,0.0,7.9984,2014,November
2016-03-04,2016-03-08,Second Class,Corporate,United States,Miami,Florida,South,Office Supplies,Labels,Avery 518,10.08,4,0.2,3.528,2016,March
2014-10-11,2014-10-15,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Fellowes High-Stak Drawer Files,281.904,2,0.2,10.5714,2014,October
2014-05-22,2014-05-29,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,Nortel Networks T7316 E Nt8 B27,135.98,2,0.0,33.995,2014,May
2014-05-22,2014-05-29,Standard Class,Consumer,United States,Decatur,Alabama,South,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,44.95,1,0.0,12.586,2014,May
2014-07-15,2014-07-19,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,2.97,3,0.0,1.3068,2014,July
2014-07-15,2014-07-19,Standard Class,Corporate,United States,Sioux Falls,South Dakota,Central,Office Supplies,Fasteners,Advantus Push Pins,6.54,3,0.0,2.6814,2014,July
2015-12-27,2015-12-29,Second Class,Corporate,United States,Visalia,California,West,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,7.92,8,0.0,3.4848,2015,December
2015-02-09,2015-02-16,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",203.92,5,0.2,22.941,2015,February
2017-11-02,2017-11-06,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Fasteners,Staples,18.24,3,0.0,9.12,2017,November
2017-11-02,2017-11-06,Standard Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",27.78,6,0.0,9.1674,2017,November
2014-04-05,2014-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Art,Crayola Colored Pencils,22.96,7,0.0,7.5768,2014,April
2014-04-05,2014-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Technology,Phones,AT&T CL82213,28.99,1,0.0,8.4071,2014,April
2014-04-05,2014-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504,2014,April
2014-04-05,2014-04-09,Second Class,Corporate,United States,Alexandria,Virginia,South,Office Supplies,Art,Newell 321,22.96,7,0.0,6.6584,2014,April
2014-09-17,2014-09-24,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Technology,Accessories,Logitech Trackman Marble Mouse,47.984,2,0.2,13.1956,2014,September
2014-09-17,2014-09-24,Standard Class,Consumer,United States,Raleigh,North Carolina,South,Office Supplies,Paper,Xerox 1924,4.624,1,0.2,1.6762,2014,September
2014-09-30,2014-10-06,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,"Master Caster Door Stop, Brown",15.24,3,0.0,5.1816,2014,September
2017-02-20,2017-02-25,Standard Class,Home Office,United States,Muskogee,Oklahoma,Central,Office Supplies,Art,Newell 351,6.56,2,0.0,1.9024,2017,February
2017-02-20,2017-02-25,Standard Class,Home Office,United States,Muskogee,Oklahoma,Central,Office Supplies,Appliances,Disposable Triple-Filter Dust Bags,13.11,3,0.0,3.4086,2017,February
2015-12-13,2015-12-15,First Class,Consumer,United States,Temecula,California,West,Technology,Phones,Plantronics Voyager Pro Legend,494.376,3,0.2,49.4376,2015,December
2015-12-13,2015-12-15,First Class,Consumer,United States,Temecula,California,West,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",29.2,5,0.2,9.855,2015,December
2015-12-13,2015-12-15,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,248.85,5,0.0,27.3735,2015,December
2015-12-13,2015-12-15,First Class,Consumer,United States,Temecula,California,West,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1,0.0,15.2208,2015,December
2016-10-30,2016-11-04,Standard Class,Consumer,United States,Sterling Heights,Michigan,Central,Office Supplies,Art,Newell 312,11.68,2,0.0,3.504,2016,October
2014-12-26,2014-12-30,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3,0.0,0.1191,2014,December
2014-12-26,2014-12-30,Standard Class,Consumer,United States,San Diego,California,West,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",3.48,2,0.0,1.1136,2014,December
2015-05-23,2015-05-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,0.2,13.7016,2015,May
2014-11-18,2014-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,Safco Industrial Wire Shelving,76.792,1,0.2,-16.3183,2014,November
2014-11-18,2014-11-22,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3,0.2,5.2773,2014,November
2014-12-30,2015-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,3,0.2,4.7067,2014,December
2014-12-30,2015-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",217.584,2,0.2,19.0386,2014,December
2014-12-30,2015-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Phones,AT&T 1080 Corded phone,328.776,3,0.2,28.7679,2014,December
2014-12-30,2015-01-01,Second Class,Corporate,United States,Laredo,Texas,Central,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,2014,December
2015-11-05,2015-11-11,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,6,0.2,8.8704,2015,November
2016-03-20,2016-03-25,Second Class,Corporate,United States,Gulfport,Mississippi,South,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7,0.0,38.038,2016,March
2014-09-27,2014-10-01,Standard Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,Xerox 1919,81.98,2,0.0,40.1702,2014,September
2017-12-24,2017-12-28,Standard Class,Consumer,United States,Oceanside,New York,East,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2,0.1,48.3136,2017,December
